class1,class2,class3,itemkey,title,body,body2,body3,subkey,remarks,secbody,secbody2,trititle,tribody,tribody2,state,state2,type,place,receiver,author,create_date,year,pdf,image,quantity,備考
,,,safe/20200313-2,末梢血幹細胞採取バッグの輸血セットを接続する部位(スパイクポート)に検体採取のための操作アダプターが接続されていた事例について ,"拝啓

日頃より骨髄バンク事業にご理解、ご協力いただき誠にありがとうございます。
末梢血幹細胞採取時に、輸注用の輸血セットを接続する部位(スパイクポート)にCD34測定用検体採取のため、操作アダプターが接続されたまま移植施設へバッグが届いた事例が報告されました。
採取施設へ状況を確認したところ、採取機器変更に伴うバッグ形態の確認不足で生じた事例でした(別紙参照)が、再発防止の観点から情報提供をいたします。
また、各先生方におかれましては日頃より十分にご配慮いただいていると存じますが、製剤サンプリングを採取する場合には、採取バッグの「サンプルバルブ」から採取することをあらためて院内でもご周知くださいますようお願い申し上げます。

敬具",,,（ 別 紙 ） ,"以下は移植施設からの報告と採取施設への確認事項です。

＜移植施設からの報告＞
1. 経 過
末梢血幹細胞採取バッグの輸注用の輸血セットを接続するべきところに、採取施設で検体採取（おそらくCD34測定用）のための操作アダプターが接続されていた。

2. 対 応
操作アダプターを抜いて輸血セットを接続するのは、破損、漏出などのリスクがあると判断し、接続された操作アダプターから注射器で採取産物を吸引し、カワスミのバッグに入れ替え輸注を行った。

（写真）
サンプルパルプ
スパイクポート
操作アダプター
採取産物が上がってくるライン

＜採取施設への確認事項＞
〇施設内で血縁者間移植を実施する際にも同様の操作を行っているのか。

血縁末梢血幹細胞採取ではいつもこのようにしているが、ほぼ全例で凍結している。
もともとフレゼニウス社の採取機械を使用していたが、テルモのOptiaに変わったことで、バッグも変更になっていた。以前使用していたものは２つ差し込み口がついていたので、操作アダプターを接続しても、輸血セットの接続が可能であった。現在のバッグは一つしか差し込み口がついていないことに気が付かなかったのが原因と思われる。バンクの末梢幹細胞採取も機械が変更になってから初めてだった。

以 上",,,,,,安全情報,,末梢血,,非血縁者間 末梢血幹細胞採取認定施設採取責任医師 各 位,"（公財）日本骨髄バンク 医療委員会
ドナー安全委員会",令和2年3月13日,2020/3/13,safe/20200313-2,,,
,,,alert/20200313,ドナー適格性判定基準（ＢＭH／ＰＢＳＣH） （2020/3/13）,"【婦人科疾患】 Ｐ61
旧 
新
詳細 
BMH 
PBSCH 
詳細 
BMH 
PBSCH
子宮頸部円錐切除
子宮頸部円錐切除術を施行した場合は、不可 
D 
D 
子宮頸部円錐切除術を施行した場合は、不可
レーザー蒸散術を含む
D 
D",,,,,,,,,,通知文,,,,記入ナシ,記入ナシ,令和2年3月13日,2020/3/13,alert/20200313,,,
,,,committee/20200313, 末梢血幹細胞採取バッグの輸血セットを接続する部位(スパイクポート)に検体採取のための操作アダプターが接続されていた事例について ,"拝啓
日頃より骨髄バンク事業にご理解、ご協力いただき誠にありがとうございます。
末梢血幹細胞採取時に、輸注用の輸血セットを接続する部位(スパイクポート)にCD34測定用検体採取のため、操作アダプターが接続されたまま移植施設へバッグが届いた事例が報告されました。
採取施設へ状況を確認したところ、採取機器変更に伴うバッグ形態の確認不足で生じた事例でした(別紙参照)が、再発防止の観点から情報提供をいたします。
また、各先生方におかれましては日頃より十分にご配慮いただいていると存じますが、製剤サンプリングを採取する場合には、採取バッグの「サンプルバルブ」から採取することをあらためて院内でもご周知くださいますようお願い申し上げます。

敬具",,,安全情報,"（ 別 紙 ）
以下は移植施設からの報告と採取施設への確認事項です。

＜移植施設からの報告＞

1. 経 過
末梢血幹細胞採取バッグの輸注用の輸血セットを接続するべきところに、採取施設で検体採取（おそらくCD34測定用）のための操作アダプターが接続されていた。

2. 対 応
操作アダプターを抜いて輸血セットを接続するのは、破損、漏出などのリスクがあると判断し、接続された操作アダプターから注射器で採取産物を吸引し、カワスミのバッグに入れ替え輸注を行った。

（写真）
サンプルバルブ
スパイクポート
操作アダプター
採取産物が上がってくるライン

＜採取施設への確認事項＞
〇施設内で血縁者間移植を実施する際にも同様の操作を行っているのか。

血縁末梢血幹細胞採取ではいつもこのようにしているが、ほぼ全例で凍結している。
もともとフレゼニウス社の採取機械を使用していたが、テルモのOptiaに変わったことで、バッグも変更になっていた。以前使用していたものは２つ差し込み口がついていたので、操作アダプターを接続しても、輸血セットの接続が可能であった。現在のバッグは一つしか差し込み口がついていないことに気が付かなかったのが原因と思われる。バンクの末梢幹細胞採取も機械が変更になってから初めてだった。

以上",,,,,,医療委員会より発出,安全情報,末梢血,,"非血縁者間 末梢血幹細胞採取認定施設
採取責任医師 各 位","（公財）日本骨髄バンク 医療委員会
ドナー安全委員会",令和2年3月13日,2020/3/13,committee/20200313,,,
,,,safe/20191213,非血縁者間骨髄採取時の麻酔関連事例について ,"拝啓
時下、ますますご清祥の段、お慶び申し上げます。

平素より骨髄バンク事業の推進に格別のご高配を賜り、厚くお礼申し上げます。
このたび、非血縁者間骨髄採取において、全身麻酔の維持をデスフルランとレミフェンタニルで行うところ、デスフルラン気化器の電源が入っていなかった事例が報告されました。この報告を受け、本委員会で検討した結果、再発防止の観点から注意喚起することといたしました。
つきましては、下記内容をご確認いただき、適切なご対応をお願いいたします。

敬具

1. 概要
手術開始後、レミフェンタニル投与量を増量、骨髄採取針を刺した際 2 回バッキングを認めたが、穿刺後はバッキングがなかったため、レミフェンタニル投与のみで対応した。手術開始 30 分経過後に呼気デスフルラン濃度がモニターに表示されてないことに気づき、気化器ではデスフルランの残量 0 だったため、デスフルランを追加投与したが残量目盛は変化なく、セボフルラン投与開始した。デスフルラン気化器が作動していなかったのは、電源が入っていなかったためであった。

2. 対応：日本麻酔科学会「安全な麻酔のためのモニター指針」ならびに「骨髄バンクドナーに対する麻酔管理について」を遵守すること。

■ 安全な麻酔のためのモニター指針 ＜2019 年 3 月改訂＞より抜粋
・【注意】全身麻酔器使用時は日本麻酔科学会作成の始業点検指針に従って始業点検を実施すること。
＜参考 日本麻酔科学会 HP 指針・ガイドライン https://anesth.or.jp/users/person/guide_line ＞

以上",,,,,,,,,,安全情報,,骨髄採取,,"非血縁者間骨髄採取認定施設
麻酔責任医 師 各 位
採取責任医 師 各 位","公益財団法人 日本骨髄バンク
ドナー安全委員会",令和1年12月13日,2019/12/13,safe/20191213,,,
,,,alert/20191213-1,ドナー適格性判定基準（ＢＭH／ＰＢＳＣH） （2019/12/13,"【臨床的な問題】 Ｐ5
旧 
新
詳細 
BMH 
PBSCH 
詳細 
BMH 
PBSCH
服薬中 
海外から、個人輸入した薬剤(発毛剤、精力剤など)を服薬している場合は不可
C 
C 
海外から、個人輸入した薬剤・サプリメントを服薬している場合は不可
C 
C",,,,,,,,,,通知文,,,,記入ナシ,記入ナシ,令和1年12月13日,2019/12/13,alert/20191213-1,,,
,,,alert/20191213-2,DLI ドナー適格性基準（2019/12/13）,"ドナーリンパ球輸注（ＤＬＩ） マニュアル 第 3 版 改訂
Ｐ11 ８．DLI ドナー適格性基準 (2)

旧 
新
詳細 
詳細
８.腎機能 
血清クレアチニン ＞１．３mg/dl は不適格 
血清クレアチニン Ｍ ＞ １．０４ｍｇ/ｄｌは不適格
Ｆ ＞ ０．７９ｍｇ/ｄｌは不適格",,,,,,,,,,通知文,,,,記入ナシ,記入ナシ,令和1年12月13日,2019/12/13,alert/20191213-2,,,
,,,alert/20191213-3,"お知らせ
海外から個人輸入した薬剤・サプリメントを服用されている方へ","近年、インターネットを介して、海外で販売されている薬剤・サプリメントを個人輸入し、服用される方が増えています。

これらの商品は、販売されている国内においては効果や安全性の高さが認められていても、まだ日本では認可されていない成分が使われていることがあります。
もし、日本で未認可の成分が含まれている可能性のある海外の商品を服用している方から骨髄または末梢血幹細胞の提供を受けた場合、含まれている成分が移植患者に対して、実際にどのような影響があるかを確認することは難しいのが現状です。

そのため日本骨髄バンクでは、移植患者の安全確保の観点から、ドナー候補者の方が海外から、個人輸入した薬剤、サプリメントを服薬している場合は、提供をご遠慮いただくこととしています。

何卒ご理解のほどお願い申し上げます。",,,,,,,,,,通知文,,骨髄採取,,記入ナシ,"公益財団法人 日本骨髄バンク
ドナー安全委員会",令和1年12月13日,2019/12/13,alert/20191213-3,,,
,,,committee/20191213,遠心分離中にバッグが破損し骨髄液全量が使用不可となった事例について（海外情報）,"拝啓 日頃より骨髄バンク事業にご理解、ご協力いただき誠にありがとうございます。
さて、この度、世界骨髄バンク機構（以下、WMDA）より、骨髄バッグの破損事例が報告されましたので、情報共有までにお知らせします。
国内における破損事例については過去にも複数回ご案内しており、先生方には日頃より十分にご配慮いただいていることと存じますが、今一度、貴施設でも周知くださいますようお願い申し上げます。

敬具

■WMDA からの情報
〇概要（患者・ドナーいずれも海外）
移植施設で骨髄液を遠心分離（血漿除去）中にバッグが破裂、骨髄液が全量使用不可となり、提供ドナーから追加採取することとなった。

〇考えられる原因
運搬に使用したバッグをそのまま遠心分離にかけた。通常使用される運搬用バッグは、遠心分離、保存、凍結に耐え得る保証はされていない。なお、移植施設は遠心分離までの処理はマニュアルを遵守しており、手順に不備はなかった。

〇WMDA からの推奨
・移植施設は、一般的に運搬用バッグが遠心分離に適していないことを認識すること。
・いずれの処理を行う際も、目的に応じて品質保証されたバッグにプロダクトを移し替えること。

＜参考情報：国内における同様事例の過去のご案内＞
https://www.jmdp.or.jp/medical/notice_f/post_383.html (2018 年 12 月 14 日付)
https://www.jmdp.or.jp/documents/file/04_medical/notice_f/2016_02_15_4.pdf (2016 年 2 月 15 日付)
https://www.jmdp.or.jp/documents/file/04_medical/notice_f/2013_10_22.pdf (2013 年 10 月 22 日付)",,,,,,,,,,医療委員会より発出,安全情報,骨髄採取,,"日本造血細胞移植学会移植認定診療科責任医師 各位
移植医師 各位
登録医師 各位",（公財）日本骨髄バンク 医療委員会,令和1年12月13日,2019/12/13,committee/20191213,,,
,,,alert/20191015,「非血縁者間骨髄採取施設認定基準」改訂について ,"平素より骨髄バンク事業の推進に格別のご高配を賜り厚くお礼申し上げます。
このたび、当法人および一般社団法人日本造血細胞移植学会が定める「非血縁者間骨髄採取施設認定基準(2017.05.15)」について、条件を一部改訂することとなりました。
つきましては、下記をご確認いただきますようお願いいたします。

記
1. 経緯
昨今、血縁者間骨髄採取術の実施件数が減少しているという状況があり、新たに非血縁者間移植を開始するにあたり障害となっている。また、現行の条件についてドナー安全確保の観点からも問題提起され、当法人ドナー安全委員会にて検討した。その結果、新規認定においては、施設として常勤医師の採取件数を条件とし、それに伴い採取担当医師の条件についても変更とした。

2. 変更点
1. 骨髄採取件数
1.1 新規認定においては、施設に過去 10 例以上の骨髄採取術を経験し、かつ直近3 年間に 5 例以上の骨髄採取術の経験数がある常勤の医師がいること。

2. 採取責任医師/担当医師
採取担当医師
2.2 直近 3 年間に 5 例以上の骨髄採取術を経験している常勤の医師が必ず骨髄採取 に 1 名以上参加し、当該医師の監督・指導の下に採取を実施すること。

以上
※なお、2020 年度の年次調査につきましては、旧「非血縁者間骨髄採取施設認定基準（2017.5.15）」が適用されます。",,,非血縁者間骨髄採取施設認定基準（2019.10.15 一部改訂）新旧対照表,"【認定基準】 2. JMDP が別途定める採取件数等の諸条件をすべて満たし、かつ、JMDP が適正かつ安全に骨髄採取術を遂行し得る施設であると認めた医療機関であること。

【諸条件】
旧 
新
1. 骨髄採取件数
1.1 新規認定においては、以下のいずれかの基準を満たすこと。
1.1.1. 過去 1 年間で、血縁ドナーからの骨髄採取を 3 例以上実施してい
ること。
1.1.2. 過去 2 年間で、血縁ドナーからの骨髄採取を 5 例以上実施してい
ること。

【変更】
1.1 新規認定においては、施設に過去 10 例以上の骨髄採取術を経験し、かつ直近 3 年間に 5 例以上の骨髄採取術の経験数がある常勤の医師がいること。

【削除】
【削除】

【認定基準】 4. JMDP が別途定める採取責任医師／担当医師の諸条件をすべて満たし、かつ、JMDP が適正かつ安全な骨髄採取術を遂行し得る施設であると認めた医療機関であること。

【諸条件】
旧 
新

2. 採取担当医師
2.1 採取の方法及びリスクについての知識を有していること。
2.2 直近の 5 年間に 10 例以上の骨髄採取術を経験している医師の監督・指導の下に採取を実施すること。

【変更】
2.2 直近 3 年間に 5 例以上の骨髄採取術を経験している常勤の医師が必
ず骨髄採取に 1 名以上参加し、当該医師の監督・指導の下に採取を実施すること。",,,,,,通知文,,骨髄採取,,"非血縁者間骨髄/末梢血幹細胞採取認定施設
採取責任医 師 各 位","公益財団法人 日本骨髄バンク
事 務 局",令和1年10月15日,2019/10/15,alert/20191015,,,
,,,alert/20190913-1,ドナー確認検査報告書(問診・診察所見)の変更について（通知）,"平素より骨髄バンク事業の推進に格別のご高配を賜り厚くお礼申し上げます。
このたび、ドナー確認検査報告書(問診・診察所見)を変更することとなりました。
つきましては、下記を確認いただき、ご対応のほどお願い申し上げます。

記
１. 運用
2019 年 9 月 17 日 帳票変更分より順次

２. 追加の背景
コーディネートが進行した段階でドナーの既往歴により終了となることがあり、採取担当医師より確認検査時の既往疾患項目の追加について意見が寄せられ、ドナー安全委員会にて、現行の既往疾患の項目等問診内容について検討した。

３. 変更点
〇レイアウト変更
〇問診・診察所見（1/2）
・脈拍の追加
・既往疾患の項目を疾患分類にまとめ、睡眠時無呼吸症候群を追加
〇問診・診察所見（2/2）
・血縁者の遺伝性の神経・筋疾患の既往 ⇒ 下線部削除 血縁者の遺伝性疾患の既往

※別紙 ドナー確認検査報告書(問診・診察所見)ご参照ください。

以上",,,※別紙 ドナー確認検査報告書(問診・診察所見),画像のためコピペできず,画像のためコピペできず,,,,,通知文,,骨髄採取,,"調 整 医 師 各 位
非血縁者間骨髄/末梢血幹細胞採取認定施設
採取責任医師 各 位","公益財団法人 日本骨髄バンク
ドナー安全委員会",令和1年9月13日,2019/9/13,alert/20190913-1,,,
,,,alert/20190913-2,ドナー返信用紙【問診票】一部変更について,"ドナー返信用紙Ⅱ、Ⅲ【問診票】について、下記項目を変更いたします。
詳細は、別紙をご確認ください。

記
1. 運用
2019 年 9 月 17 日 帳票出力分より順次

2. 変更点 ※下線部追加

〇返信用紙Ⅱ【問診票】
1.今までに次の病気にかかった(既往歴)、あるいは現在治療中の項目がありますか。
…………はい：いいえ

 「はい」の方・・・下記の該当する項目を?してください。

〇返信用紙Ⅲ【問診票】
6.今までに腰痛や首の痛みはありましたか。…………はい(□腰痛・□首の痛み)：いいえ
 「はい」の方・・・症状（ ）

以上",,,,画像のためコピペできず,画像のためコピペできず,,,,,通知文,,骨髄採取,,"コーディネーター 各 位
各 地 区 事 務 局 御 中","公益財団法人 日本骨髄バンク
ドナーコーディネート部",令和1年9月13日,2019/9/13,alert/20190913-2,,,
,,,alert/20190913-3,「ボーン マロウ コレクション キット」に関わる変更についてのお知らせ,"謹啓
時下、益々ご清祥のこととお慶び申し上げます。
平素は骨髄バンク事業に格別のご高配を賜り、厚く御礼申し上げます。
さて、このたび「ボーン マロウ コレクション キット」を製造・販売するフレゼニウスカービジャパン（株）からキットに含まれるバッグのラベルに、実際の製品と異なるマークが表示されているとの連絡がありました。供血者や医療従事者の安全性に影響なく使用できるということですが、詳細につきましては以下、日本造血細胞移植学会から発出されております通知文をご確認いただきますようお願いします。
謹白

■日本造血細胞移植学会 ホームページより
「ボーン マロウ コレクション キット」に関わる変更についてのお知らせとお願い
https://www.jshct.com/modules/news/index.php?content_id=185
以上",,,,,,,,,,通知文,,骨髄採取,,"非血縁者間 骨髄採取認定施設採取責任医師 各位
日本造血細胞移植学会移植認定診療科責任医師 各位
移植医師 各位
登録医師 各位","公益財団法人 日本骨髄バンク
理 事 長 小 寺 良 尚",令和1年9月13日,2019/9/13,alert/20190913-3,,,
,,,safe/20190815,骨髄採取中、骨髄液に抗凝固剤（ヘパリン）が混注されていなかった事例について ,"このたび採取施設より、採取途中より骨髄液に抗凝固剤が混注されていないことが発覚し
抗凝固剤を追加した事例の報告がありました。本委員会で検討した結果、再発防止の観点か
ら通知することといたします。
つきましては、下記内容をご確認いただき、適切なご対応をお願いいたします。
記
対 応 : 骨髄採取時の責任体制・採取手順（SOP）を明確にし、手順を遵守する。
また、骨髄採取時の責任体制については、ドナー（採取）側を主に担当する
医師と、骨髄液の処理を主に担当する医師を明確にすることが望ましい。
【採取施設報告書より】
＜概要＞
・生理食塩水を 2L ビーカーに移し、500ml ビーカーにヘパリン加生食を作成。
・骨髄採取中にコレクションコンテナー内(ボーンマロウコレクションキット使用)の凝血塊がいつ
もより目立つことに術者が気づき、採取途中よりヘパリン加生食が入ったビーカーと生食のみが
入ったビーカーを取り違え、骨髄液にヘパリンが混注されていないことが発覚し、最終ヘパリン
濃度が 10 単位/ml となるよう追加した。
＜再発防止策＞
・取り違え防止のため、生食のみのビーカーを採取前に破棄する。
・採取担当医師が、採取をしながら全ての状況を把握することは困難であるため、骨髄液の処理を
専任とする医師を 1 名増員する。
以上",,,,,,,,,,安全情報,,骨髄採取,,"非血縁者間骨髄採取認定施設
採 取 責 任 医 師 各 位","公益財団法人 日本骨髄バンク
ドナー安全委員会",令和1年8月15日,2019/8/15,safe/20190815,,,
,,,alert/20190815-1,末梢血幹細胞採取の術前健診におけるHDL-C、LDL-C検査導入について（通知） ,"このたび、末梢血幹細胞採取時の HDL-C、LDL-C 検査の必須化について当法人ドナー安全委員会にて検討した結果、術前健診時の検査項目に導入することとなりました。
また、HDL-C、LDL-C 検査の導入に伴いドナー適格性判定基準【脂質異常症】が一部変更となります。
つきましては、新旧対照表をご確認いただき、ご対応をお願いいたします。

記
１. 運用
２０１９年 ８月 １５日 帳票変更分より順次

２. 検査導入の背景
採取施設より脂質系検査について、現在 T-Cho のみ必須項目となっているが、ドナー適格性判定基準では、T-Cho の基準はなく HDL-C、LDL-C の基準値が明記されていることから、必須項目とする必要があるのではないかとの意見が寄せられ、ドナー安全委員会にて検討した結果、ドナー安全の観点から、また、すでに採取施設の判断にて検査を実施している施設もあることから導入することとなりました。

以上
※別紙 帳票 末梢血幹細胞採取計画書",,,別紙 帳票 末梢血幹細胞採取計画書,"フォローアップ関連帳票変更 新旧対照表（2019/8/15）
帳票名称 
変更前 
変更後
末梢血幹細胞採取計画書 
【新規】 
HDL-C mg /dl
LDL-C mg/dl

ドナー適格性判定基準変更 新旧対照票（2019/8/15）
P20【代謝・栄養疾患】
変更前 
判定 
変更後 
判定
項目 
詳細 
BMH 
PBSCH 
詳細 
BMH 
PBSCH
脂質異常症 
術前健診時
※年齢・性別・喫煙歴を踏まえ、総合判断

（次の項目を検査した場合）
HDL-C 40 ㎎/dl 未満かつ
LDL-C 160 ㎎/dl 以上は不適格
LDL-C 180 ㎎/dl 以上は不適格

B
B
B

C
C
C

術前健診時
【削除】
（次の項目を検査した場合）
HDL-C 40 ㎎/dl 未満かつ
LDL-C 160 ㎎/dl 以上は不適格
LDL-C 180 ㎎/dl 以上は不適格

---
B
B

---
C
C",画像のためコピペできず,,,,,通知文,,末梢血,,"非血縁者間末梢血幹細胞採取認定施設
採 取 責 任 医 師 各 位","公益財団法人 日本骨髄バンク
ドナー安全委員会",令和1年8月15日,2019/8/15,alert/20190815-1,,,
